2020-10-09 09:14:01.364 febs [main] INFO  c.z.p.ProblemToolApplication - Starting ProblemToolApplication on DESKTOP-3C6A88J with PID 2820 (D:\zkcm\workSource\problemtool_server\backend\target\classes started by lastday in D:\zkcm\workSource\problemtool_server\backend)
2020-10-09 13:36:55.573 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:36:55.594 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:36:55.595 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:36:55.659 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:36:55.666 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:36:58.440 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:37:10.441 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:37:10.534 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:37:10.539 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:37:10.539 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:37:10.586 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:37:10.592 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:37:22.441 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:37:25.540 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:37:25.544 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:37:25.545 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:37:25.636 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:37:25.643 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:37:34.441 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:37:40.555 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:37:40.561 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:37:40.561 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:37:40.624 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:37:40.629 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:37:46.439 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:37:55.556 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:37:55.560 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:37:55.560 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:37:55.607 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:37:55.613 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:37:58.441 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:38:10.442 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:38:10.549 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:38:10.554 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:38:10.554 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:38:10.662 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:38:10.666 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:38:22.441 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:38:25.560 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:38:25.565 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:38:25.565 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:38:25.621 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:38:25.628 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:38:34.442 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:38:40.565 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:38:40.569 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:38:40.569 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:38:40.626 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:38:40.633 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:38:46.442 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:38:55.599 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:38:55.631 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:38:55.631 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:38:55.679 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:38:55.684 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:38:58.441 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:39:10.442 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:39:10.615 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:39:10.638 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:39:10.639 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:39:10.684 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:39:10.688 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:39:22.446 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:39:25.636 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:39:25.642 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:39:25.642 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:39:25.689 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:39:25.696 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:39:34.443 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:39:40.618 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:39:40.633 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:39:40.633 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:39:40.677 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:39:40.682 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:39:46.443 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:39:55.635 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:39:55.646 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:39:55.647 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:39:55.739 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:39:55.745 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:39:58.444 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:40:10.443 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:40:10.626 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:40:10.631 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:40:10.631 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:40:10.693 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:40:10.698 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:40:22.444 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:40:25.628 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:40:25.637 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:40:25.637 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:40:25.693 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:40:25.699 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:40:34.445 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:40:40.617 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:40:40.652 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:40:40.652 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:40:40.732 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:40:40.739 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:40:46.445 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:40:55.634 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:40:55.650 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:40:55.651 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:40:55.697 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:40:55.704 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:40:58.445 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:41:10.445 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:41:10.646 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:41:10.676 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:41:10.676 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:41:10.737 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:41:10.742 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:41:22.446 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:41:25.634 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:41:25.661 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:41:25.661 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:41:25.720 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:41:25.726 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:41:34.448 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:41:40.685 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:41:40.690 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:41:40.691 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:41:40.766 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:41:40.772 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:41:46.448 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:41:55.635 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:41:55.640 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:41:55.640 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:41:55.696 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:41:55.703 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:41:58.448 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:42:10.447 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:42:10.646 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:42:10.651 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:42:10.651 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:42:10.730 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:42:10.735 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:42:22.449 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:42:25.663 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:42:25.669 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:42:25.669 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:42:25.747 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:42:25.753 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:42:34.450 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:42:40.645 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:42:40.649 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:42:40.650 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:42:40.691 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:42:40.696 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:42:46.450 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:42:55.656 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:42:55.661 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:42:55.661 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:42:55.707 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:42:55.714 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:42:58.451 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:43:10.451 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:43:10.643 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:43:10.648 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:43:10.648 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 13:43:10.714 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:43:10.719 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 13:43:22.451 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 13:43:25.650 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 13:43:25.655 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 13:43:25.655 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
